"id","key","question","category","type","approval","username"
72,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: The largest minority religion of this country is the Bahai faith. They should watch out, as this country&rsquo;s prime minister, James Marape, pledged to make it &ldquo;the richest Black Christian nation on planet earth.&rdquo; The nut tree Canarium Indicum was domesticated by this country's highland farmers, who were notably studied by Jared Diamond. The Fore people of this country contracted (*)</span><span style=""font-size: 12.5pt; font-family: Arial; color: #000000; background-color: transparent; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> the disease</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Kuru as a result of endocannibalism. The Bismarck Range in this island contains Mount Wilhelm, the tallest in Oceania. Of the over eight hundred languages spoken by this country's residents, the English-derived creole Tok Pisin is the most common. For 10 points, name this county,</span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;""> </span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;"">separated from </span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;"">Australia by the</span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;""> </span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;"">Torres Strait,</span><span style=""font-family: Arial; font-size: 12.5pt; white-space: pre-wrap;""> with capital at Port Moresby.</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-07bdbd83-7fff-e7cd-7144-f31855878ebe""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Papua</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">New Guinea</span></span></p>",26,"T",0,NULL
73,"8f126f","<p><span id=""docs-internal-guid-04a66c4e-7fff-ca58-6264-44001a02bdb4""></span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: The forgein policy of this American president was formulated by the ""Vulcans'', a group of advisors including Paul Wolfowitz and Scooter Libby. During this President's administration, Education Secretary Rod Paige implemented a landmark law that increased (*) </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""><span style=""font-family: Arial;""><span style=""font-size: 12.5pt; white-space: pre-wrap;"">the use of standardized tests, and Colin Powell held up a model vial of anthrax during a speech to the United Nations. Later on in his Presidency, John Yoo</span></span></span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;""> and</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""><span style=""font-family: Arial;""><span style=""font-size: 12.5pt; white-space: pre-wrap;""> </span></span></span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;"">Jay Bybee drafted a</span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;""> set of legal memorandas known as the ""Torture Memos"". </span><span style=""font-family: Arial; font-size: 12.5pt; white-space: pre-wrap;"">Karl Rove served as a political advisor to this President. For points, name this 43rd President, whose administration which employed Donald Rumsfeld and Dick Chenny and was succeeded by that of Barack Obama.</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: The George<strong> W. Bush </strong>[Accept <strong>Bush Jr.</strong>, or the <strong>43</strong>rd president before mention, prompt on Dubya]</span></p>",22,"T",0,NULL
74,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: This artist released a glam rock album about a dying Earth in June of 1972. The cover of this album features a dimly lit street corner, on which stands a man with a guitar case. This artist was once claimed that he did not recall recording his 1976 album </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Station to Station </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">(*)</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> because he was on an &ldquo;astronomical&rdquo; amount of cocaine. This artist released the critically acclaimed, albums, </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Heroes</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">, </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Changes</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">, </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">The Rise and Fall of Ziggy Stardust and the Spiders From Mars</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">, and </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Hunky Dory. </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">For ten points, name this rock star, composer of Space Oddity, whose alter-egos include the Thin White Duke, Major Tom, and Ziggy Stardust, born David Robert Jones.</span></p>
<p><span id=""docs-internal-guid-93bc97fe-7fff-37a6-f95c-8e434085f5ac""><br /><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Answer: David </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Bowie, </span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">(Accept &ldquo;David Robert </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Jones&rdquo;</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> before mentioned, Prompt on &ldquo;Thin White Duke&rdquo;, &ldquo;Major Tom&rdquo;, and &ldquo;Ziggy Stardust&rdquo; before mentioned)</span></span></p>",27,"T",0,NULL
77,"8f126f","<p><strong>QUESTION: Produced with NADH by the Embden-Meyerhof pathway, this molecule consists of a certain purine base attached to a ribose group that is attached to three namesake ions. Oligomycin can inhibit one part of the enzyme that produces this molecule; that enzyme is divided into F0 and F1 segments joined by an axle segment. It can be converted into a molecule which is used in signal transduction, a second messenger known as cyclic AMP. (*) </strong>This molecule binds to Walker A and Walker B motifs, and it can be synthesized via the binding change mechanism. This molecule can be converted into a second messenger used in signal transduction, known as cyclic AMP. In the muscular tissue of chordates, this compound donates a group to creatine. This molecule is produced by protons passing through a concentration gradient in the chemiosmotic mechanism. This compound can be hydrolyzed to a phosphate ion and ADP. For 10 points, name this energy source composed of adenine, ribose, and three phosphate groups.</p>
<p>ANSWER: <strong>ATP (</strong>accept<strong> Adenosine Triphosphate)</strong></p>",1,"T",0,NULL
78,"8f126f","<p><strong>QUESTION: Some members of this phylum have polian vesicles and Tiedemann's bodies that connect to a structure that pulls water in from the madreporite and leads it down ambulacral grooves to ampulla. These animals possess snapping structures used to keep away small organisms, the pedicellaria, as well as an ambulacral system, used for respiration, locomotion, and defense, and based on water pressure. (*) </strong>Members of the most well-known class are known for their ability to regenerate lost arms. Classes in this phylum of the simplest deuterostomes include the feathery Crinoidea, or sea lilies, as well as one that most clearly exhibits its pentaradial symmetry, Asteroidea. In order to move, members of this phylum use ampullae that squeezewater into tube feet connected to a water vascular system. Nearly all of its members are benthic, including sea lilies and sea cucumbers. Members of this phylum typically possess pentaradial symmetry. For 10 points, identify this phylum, whose name means ""spiny skinned"" and is exemplified by sea urchins and starfish.</p>
<p>ANSWER: <strong>Echinodermata&nbsp;</strong>(Prompt on Spiny skinned until mentioned)</p>",1,"T",0,NULL
79,"8f126f","<p><strong>QUESTION: In one condition involving this molecule, kidneys are unable to filter waste products from the blood due to a failure of the basement membranes. Evidence in support of a progressive maturation model of Golgi apparatus cisternae was provided by observing the transport of a precursor form of this molecule containing 200-residue propeptides at both ends. It possesses repeating Glycine-X-Y motifs with the glycine facing the inside.</strong> A form of this protein is defective in a disease thatpresents with blue sclera. The enzyme lysyl oxidase catalyzes the formation of aldehydes from lysines in the final step of this protein's synthesis. This protein, which is mineralized in the formation of bone, contains high levels of hydroxyproline and proline in its triple-helical structure. Malformation of this protein can cause hyperelasticity of joints. Defects in this protein's namesake peptidases that prevent them from creating this protein's tropo-precursor is known as Ehlers-Danlos syndrome. For 10 points, name this protein found in extracellular matrix and connective tissue, the most abundant protein in mammals.</p>
<p>ANSWER: <strong>collagen</strong></p>",1,"T",0,NULL
80,"8f126f","<p>For 10 points each, answer these questions about defunct biology:</p>
<p><strong>[10]</strong> This French biologist proposed a now discredited theory of inheritance of acquired characteristics. He famously cited the long neck of the Giraffe as evedence.</p>
<p>ANSWER: Jean-Baptiste <strong>Lamarck</strong></p>
<p>&nbsp;</p>
<p><strong>[10]</strong> Lamarck&rsquo;s theory was refuted by this British scientist&rsquo;s theory of evolution by natural selection.</p>
<p>ANSWER: Charles Robert <strong>Darwin</strong></p>
<p>&nbsp;</p>
<p><strong>[10]</strong> This Soviet neo-Lamarkian used his political influence to purge scientists who refused to reject evolution. It is doubtful either theory fully explains his freakishly prominent cheekbones.</p>
<p><span style=""font-family: -apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Oxygen, Ubuntu, Cantarell, Open Sans, Helvetica Neue, sans-serif;"">ANSWER:&nbsp;</span>Trofim <strong>Lysenko</strong></p>",1,"B",0,NULL
81,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: A friend of this character once wrote a monograph on cigar ash. Though attentive readers may remember a contradictory report in which this character said he is &ldquo;nursing [his] wounded leg&rdquo;, he originally claims he moved to London after being &ldquo;struck on the shoulder by a Jezail bullet&rdquo; in Afghanistan. In the second story narrated by him, </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">The Sign of Four, </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">his (*)</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> friend discovers the location of stolen Indian loot, and he proposes to Mary Morstan. That friend shares his house at 221 Baker Street. For 10 points, name this fictional English surgeon who is the housemate, biographer, and companion of Sherlock Holmes.</span></p>
<p><span id=""docs-internal-guid-28447e17-7fff-04f3-30c7-82798f7a6e78""></span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: John </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Watson</span></p>",11,"T",0,NULL
82,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: Oswald Spengler theorized the spirit of Western civilization was encapsulated by this story's protagonist, who, in the most famous retelling of this legend, lives for a time in a cave after professing his love to a woman. Later in that work Wagner creates a clumsy homunculus. In a different version of this story, the title character of the legend travels through time to play pranks on the (*)</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> Pope and asks, ""Was this the face that launched a thousand ships"", upon seeing Helen of Troy. Valdes and Cornelius teach the protagonist how to summon Mephistopheles in for 10 points, this story, focus of works by Gustav Mahler, Christopher Marlowe, and Johann von Goethe, a Tutonic folktale about a scholar who strikes a bargain with the devil.</span></p>
<p><span id=""docs-internal-guid-8a9fe810-7fff-d727-7533-1f8d32360815""></span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: the story of </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Faust </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">[accept <strong>Faustus</strong>]</span></p>",17,"T",0,NULL
83,"8f126f","<p><strong>QUESTION: The precursor to these structures must first be modified by snoRNAs, and those precursors eventually make their way to the pars granulosa before their eventual export. A crystal structure by Venki Ramakrishnan helped prove that these structures' exit tunnels dock with the translocon. Elongation factors&nbsp;</strong><strong>(*)</strong><strong>&nbsp;</strong>help guide the substrates of the peptidyltransferase enzyme towards their proper locations in the A, P, and E sites of this organelle.<strong> </strong>This organelle is comprised of two subunits, and it binds to tRNA. In prokaryotes, the subunits for this organelle are named 30S and 50S for their ""size"" in Svedberg units. For 10 points, these, sometimes located within the mitochondria or in the cytoplasm, are, what protein-assembling organelles, most commonly located on the rough endoplasmic reticulum?</p>
<p>ANSWER: <strong>ribosomes</strong></p>",1,"T",0,NULL
84,"8f126f","<p><span id=""docs-internal-guid-c9804eab-7fff-c395-1811-4c5d4731cec9""></span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: Many ancient texts found in this country are in the extinct Indo-European Luwian language.</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">It's not Iran, but a different archeological site in this country is notable for its many vulture bones. That neolithic site, (*) </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">G&ouml;bekli Tepe, is found in the region of Urfa. An ancient city in this country, today called Bergama, once contained the Mediterranean world's second greatest library. Much of the site of Hisarlik on this country's Agean coast was destroyed by Heinrich Schliemann&rsquo;s clumsy use of dynamite. For ten points, name this Anatolian country with capital at Ankara.</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-64b54dc3-7fff-8597-04f7-291d11f9c126""></span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Turkey</span></p>",26,"T",0,NULL
106,"8f126f","<p><strong>QUESTION: Jacques Justin studied the mathematics of this practice and discovered six of its axioms. Kawasaki's theorem governs this process by showing that alternating angles around a vertex must sum to 180 degrees, and it also determines when the outcome of this process can be attened</strong>. Those diagrams were developed by Akira Yoshizawa, who popularized and gave thispractice its modern name. The Huzita-Hatori axioms formalize what can be done using this process, which can solve third-degree equations and therefore is capable of doubling the cube and trisecting the angle. This practice was originally used at Shinto weddings, and a separate branch of it involvesthe use of money. Many people perform this process for good luck by creating the Senbazuru, or a thousand cranes. For 10 points, name this Japanese art of paperfolding, traditionally without using cuts or glue.</p>
<p>ANSWER: <strong>origami</strong></p>",15,"T",0,"Ari0611"
108,"8f126f","<p>For 10 points each, answer these questions about French regions:</p>
<p><strong>[10]</strong> This peninsula is hosts the last Celtic speaking group in continential Europe. Its cities include the Atlantic port of Nantes.</p>
<p>ANSWER:&nbsp;<strong>Brittany</strong></p>
<p><strong>[10]</strong> This region was named for a group ancestral to modern Basques. It contains numerous vinyards and the estuary of the Garonne River.</p>
<p><span style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Oxygen, Ubuntu, Cantarell, 'Open Sans', 'Helvetica Neue', sans-serif;"">ANSWER: </span><strong style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Oxygen, Ubuntu, Cantarell, 'Open Sans', 'Helvetica Neue', sans-serif;"">Aquitaine&nbsp;</strong>[accept <strong>Guyenne</strong>; <strong>Nouvelle-Aquitaine</strong>, prompt on Gascony]</p>
<p><strong>[10]</strong> The French dialect spoken in this region was influenced by Old Norse. During the Second World War, allied soldiers landed in this region on a date often called D-Day.</p>
<p><span style=""font-family: -apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Oxygen, Ubuntu, Cantarell, Open Sans, Helvetica Neue, sans-serif;"">ANSWER: <strong>Normandy</strong></span></p>",26,"B",0,"Hayek-splosive"
109,"8f126f","<p><strong>QUESTION: This language's alphabet contains five letters that must appear in ""sofit"" form when they are at the end of a sentence. Spellings in this language are called ""full"" or male if they make use of matres lectionis in order to make reading easier.</strong> This language uses a series of diacritical marks that render as dots called niqqud. The author of the collection Open Closed Open used this language, as did the poet Zelda, whose mentorship of another writer is described in the memoir A Tale of Love and Darkness. Mendele helped lead this language's successful revival, which was begun by the Haskalah movement. The modern revival of this language was driven by a man named Eliezer Ben‑Yehuda. For 10 points, name this Semitic language used to write the Torah.</p>
<p>ANSWER: <strong>Hebrew</strong></p>",21,"T",0,"Ari0611"
110,"8f126f","<p><strong>QUESTION: Entotheonella are a species of bacteria that remove arsenic from this phylum. Their outsides contain the multi-purpose archeocytes, also known as amoebocytes, and in many of these organisms, flagella-bearing cells known as choanocytes maintain an internal water flow, which is used for feeding and respiration before being expelled through a hole called the osculum.Members of this phylum appear in asconoid, synconoid,</strong>&nbsp;<strong>(*)</strong> and leuconoid body types, and their digestive systems are composed of rings of microvilli with interspersed collar cells.Apopyles are pores which allow water to enter the atrium from the choanocyte chamber in the syconoid arrangement for them, and they are also found in asconoid and leuconoid types.These animals have special flagellated ""collar cells"" called Choanocytes that create a flow of water through these creatures, which are shaped as simple tubes. For 10 points, name this phylum of animals known for the small holes in their outer walls and which include sponges.</p>
<p>ANSWER: <strong>Porifera</strong></p>",1,"T",0,"Hayek-splosive"
