"id","key","question","category","type","approval"
36,"8f126f","<p><span id=""docs-internal-guid-2299642f-7fff-4b63-8601-1ec7ed58b1ae""></span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 11pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: With Francis Low, this man names a theorem that relates the ground state of an interacting system in QFT. With l&eacute;vy, this scientist created the sigma model to describe pion interactions. With </span><span style=""font-size: 11pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Feynman, this man posited a vector-minus axial Lagrangian for weak interactions. A formula named after him and Nijishima states that the charge equals isospin plus one-half times the baryon number plus strangeness. </span><span style=""font-size: 11pt; font-family: Arial; color: #000000; background-color: #ffffff; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">He predicted the omega minus particle as a result of his work with Yuval Ne'eman to organize particles based on their symmetric association, known as the eightfold way. For ten points name this physicist, winner of the 1969 Nobel Prize in Physics, and the man who postulated the existence of Quarks. </span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 11pt; font-family: Arial; color: #000000; background-color: #ffffff; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Answer: Murray </span><span style=""font-size: 11pt; font-family: Arial; color: #000000; background-color: #ffffff; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Gell-Mann</span></p>",3,"T",0
37,"8f126f","<p><span id=""docs-internal-guid-f551241b-7fff-f20e-b3e7-d5e2afa800d8""></span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 11pt; font-family: Arial; color: #000000; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""><span style=""font-size: 14.6667px;"">Question: </span>Its not Einstein, but during this man&rsquo;s annus mirabilis, he developed and verified his theories on the composite nature of light, that light was made of discrete particles. He also refined his theory of gravitation to the point that he was able to satisfy himself through the calculation relating the interaction between the (*) </span><span style=""font-size: 11pt; font-family: Arial; color: #000000; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">earth and the moon. Along with the previous Lucasian professor at Cambridge, this man invented the fluxion, creating calculus. The namesake of the SI unit of Force, for ten points, name this scientist with three namesake laws of motion who discovered the law of Universal Gravitation. </span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 11pt; font-family: Arial; color: #000000; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Answer: Isaac </span><span style=""font-size: 11pt; font-family: Arial; color: #000000; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Newton</span></p>",3,"T",0
38,"8f126f","<p><span id=""docs-internal-guid-ce3634b8-7fff-cd5b-d805-032d708863d3""></span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: Emily Wilson is currently translating this work, which, in its original language, begins with the line, &ldquo;Menin aeide thea Peleiadeo Achilleos oulomenin&rdquo;. The &ldquo;doloneia&rdquo; section of this poem is commonly seen as extraneous, and William Gladstone noticed it never mentions the (*) </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">color blue. The Catalogue of Ships in this epic poem describes the ethnic composition of an army, in which the Acheans have a leading role. This work ends with Priam begging for the body of his son Hector, who was killed by Achilles. For ten points, name this chronologically earliest epic poem by Homer.</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span id=""docs-internal-guid-466d6196-7fff-7e85-7ea3-5e8d09bb0a95""></span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: The </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Iliad</span></p>",10,"T",0
39,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: Though his army received supplies from the abandoned Panuco River settlement, soldiers under this man were the last in Western history to use trebuchets due to a shortage of gunpowder. He was thought by his enemies to have arrived on a one reed year, and he had a decades long feud with Governor Die</span><strong><span style=""font-size: 12.5pt; font-family: Arial; color: #000000; background-color: transparent; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">go </span></strong><span style=""font-family: Arial; font-size: 16.6667px; font-weight: bold; white-space: pre-wrap;"">(*) </span><span style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Oxygen, Ubuntu, Cantarell, 'Open Sans', 'Helvetica Neue', sans-serif;""><span style=""font-size: 12.5pt; font-family: Arial; color: #000000; background-color: transparent; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Velazquez</span><span style=""font-size: 12.5pt; font-family: Arial; color: #000000; background-color: transparent; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">.</span></span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Much of his army drowned during the Noche Triste massacre, but he was able to escape and regroup in Tlaxcala territory. He was helped in a number of different ways by the Mayan interpreter La Malinche. He established New Spain and conquored Tenochtitlan. For ten points, name this Spanish Conquistador who overthrew Montezuma and ended the Aztec empire.</span></p>
<p><span id=""docs-internal-guid-60ce3224-7fff-742f-9d9c-91846986bf35""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: Hern&aacute;n </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Cort&eacute;s </span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">[prompt on </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Quetzalcoatl</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">]</span></span></p>",25,"T",0
40,"8f126f","<p><strong>Question: Roccella montagnei and Dendrographa leucophoea are the main sources for the production of this thing. This thing owes it's main properties to a 7-hydroxyphenoxazone chromophore. It was first used in the 1300s by Spanish physician </strong><strong>Arnaldus de Villa Nova</strong><strong>&nbsp;(*) </strong>and it's principle constituents have an average molecular mass of 3300. Some fractions of this thing were given names inclduing erythrolitmin, azolitmin, spaniolitmin, leucoorcein, and leucazolitmin. Chlorine gas can turn the blue kind of this thing white, an irreversible change due to the presence of hypochlorite ions. For 10 points, name this indicator extracted from lichens, the blue and red variety of which are often used as acid-base detectors.</p>
<p><strong>Answer: Litmus (</strong>Prompt on indicator until read<strong>)</strong></p>",2,"T",0
42,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""><span id=""docs-internal-guid-d838a933-7fff-e00c-ddb6-365750ca6ce0"" style=""font-weight: normal;""></span></span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">: A language isolate is one which cannot be found to descend from an ancestor common to any other language. For ten points each, answer these questions about language isolates found in the Indian Subcontinent:</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">[10] </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Long thought to be extinct, a handful of speakers of this country&rsquo;s Kusunda language isolate were unexpectedly found in the early 2000s. They were found in Dang province, not far from its capital, Kathmandu.</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Nepal</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">[10] </span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;"">Though its speakers claim desent for soldiers under Alexader the Great, this language shows no relationship to Greek, Macedonian or any others. </span><span style=""font-family: Arial; font-size: 12.5pt; white-space: pre-wrap;"">It is spoken by around 100 thousand, concentrated in Pakistan&rsquo;s Hunza valley, and is hypothesized to be the origin of the word for &ldquo;apple&rdquo; in Indo-European languages.</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Burushaski [</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Accept </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Biltum, Khajuna, Kunjut, Brushaski, Burucaki, Burucaski, Burushaki, Burushki, Brugaski, Brushas </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">or</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> Werchikwar]</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">[10]</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> The Nihali language isolate is found in the Indian state of Madhya Pradesh. Today it is spoken by less than 2000 and serves as this kind of language, used to exclude or mislead outsiders. These kinds of languages are often associated with criminality.</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Argot</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">[</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Accept </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">anti-language, cryptolect, cant, </span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">or</span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> thieves&rsquo; cant]</span></p>",21,"B",0
43,"8f126f","<p><strong>Question: </strong>Conglomerates are large corporations that often have many specialised subsidaries that serve different industries. For 10 points each, answer these questions about conglomerates.</p>
<p><strong>[10]</strong> A prominent 400-year-old German industrial corporation from Essen, this conglomerate originally specialised in steelworking, but later became a major weapons supplier to multiple sides throughout various conflicts, and was sometimes blamed for the wars themselves or the degree of carnage that ensued. This company produced the steel used to build railroads in the United States and to cap the Chrysler Building. During the time of the Third Reich, this company supported the Nazi regime and used slave labour. In 1999 this company merged with Thyssen AG to become one of the world's largest industrial engineering companies.</p>
<p>ANSWER:&nbsp;<strong>Krupp&nbsp;</strong>or the <strong>Friedrich Krupp Company</strong></p>
<p><strong>[10]</strong> This term is used to describe large conglomerates from Japan, historically those whose influence and size allowed control over significant parts of the Japanese economy from the Meiji period until the end of World War II. The so called ""big four"" of these conglomerates include Sumitomo, Mitsui, Mitsubishi, and Yasuda. The Japanese government attempted to dissolve many of these companies after World War 2, however the United States government rescinded these orders in an effort to reindustrialize Japan as a bulwark against communism in Asia.</p>
<p>ANSWER: <strong>Zaibatsu </strong>(prompt on ""financial clique"")</p>
<p><strong>[10]</strong> This modern day producer of adhesives and safety equipment was founded as the Minnesota Mining and Manufacturing Company in Two Harbors, Minnesota. In 2016, a complaint was filed against this company for knowingly selling defective earplugs issued to military personnel deployed to Iraq and Afghanistan resulting in them paying a $9.1 million settlement to the U.S. government. This conglomerate is based in Saint Paul and is said to be the largest of its kind in the world.</p>
<p>ANSWER:&nbsp;<strong>3M</strong>&nbsp;<strong>Company</strong> or&nbsp;<strong>3M</strong></p>",19,"B",0
44,"8f126f","<p><strong>Question:</strong> Burn your draft card and blast Fortunate Son as you answer these questions about the Vietnam War. For 10 points each:</p>
<p><strong>[10]&nbsp;</strong>Despite proclaiming non-allignment during the Cold War, this country sent medical supplies and doctors to aid and train the Vietcong in response to the American involvement in the war. This country's government granted American war resisters asylum status and the general public of this country openly welcomed them.</p>
<p>ANSWER:&nbsp;<strong>Sweden</strong></p>
<p><strong>[10]&nbsp;</strong>This senior general in the Army of the Republic of Vietnam was oftened referred to by a nickname that reflected the fact that at approximately 6 ft tall and weighing 198 lb, he was much larger than the average Vietnamese. This South Vietnamese politician became chief of a military junta after leading a coup in which Ngo Dinh Diem was assassinated and was later the fourth and last President of South Vietnam.</p>
<p>ANSWER: <strong>DÆ°Æ¡ng VÄƒn Minh</strong> or <strong>Big Minh</strong></p>
<p><strong>[10]</strong> This location was the home and workplace of the President of South Vietnam during the Vietnam War. On 27 February 1962, two pilots of Republic of Vietnam Air Force bombed this location's original building in an attempted assassination of Diem. On 8 April 1975, Nguyá»…n Thanh Trung, a pilot of the South Vietnamese air force and an undetected communist spy bombed this location again and 22 days later, a tank of the North Vietnamese army bulldozed through this location's main gate, effectively ending the Vietnam War.</p>
<p>ANSWER:&nbsp;<strong>Independence Palace</strong> (Prompt on Norodom Palace and Reunification Convention Hall)</p>",25,"B",0
45,"8f126f","<p><strong>Question: The sculptor of this work is believed to have based its figure off the discus thrower Nina Dumbadze while its face was based off his wife Vera. &nbsp;The construction of this monument was started by an engineer and a sculptor in May 1959 and completed on 15 October 1967 at which it was the tallest sculpture in the world at the time. This work is the tallest statue in Europe (*)</strong>&nbsp;and the tallest statue of a woman in the world. The technology behind this hollow statue is based on a combination of prestressed concrete with wire ropes, a solution which can also be found in the Ostankino Tower, another work of this statue's creators. A copy of this statue can be found in Manzhouli, China. This statue features an 85-metre (279 ft) figure of a woman stepping forward with a raised sword. For ten points, name this statue displayed in Volgograd that is an allegorical image of the Motherland, which calls on its sons and daughters to repulse the enemy and return to the attack.</p>
<p>ANSWER:&nbsp;<strong>The Motherland Calls</strong></p>",13,"T",0
46,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: This man kept two pet lion cubs, which he named Tax Reduction and Budget Bureau. A graduate of Amherst college, he was especially influenced by his philosophy professor Charles Garman. During his two year long vice presidency, a deflationary recession was responded to by then secretary of commerce Herbert Hoover, and as president, he worked (*)</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> with Andrew Mellon to implement &ldquo;scientific taxation&rdquo;, an early version of supply side economics. His administration was criticized for its slow response to the Great Mississippi Flood. He came to national attention after putting down the Boston Police strike of 1918, and was said to have told a woman &ldquo;you lose&rdquo; when she bet he would say more than two words. For ten points, name this taciturn successor of president Warren Harding.</span></p>
<p><span id=""docs-internal-guid-af110b3e-7fff-5e96-5c69-8dbaef7a2297""><br /><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: Calvin </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Coolidge [</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Prompt on &ldquo;Silent Cal&rdquo;</span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">]</span></span></p>",22,"T",0
48,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">: For ten points, answer these questions about the Hoover Institution:</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">[10]</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> The Hoover Institution was named for this 31st President of the United States. The Great Depression, which began during his first and only term, led to his loss against Franklin Roosevelt in the election of 1932.&nbsp;</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Herbert</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> Hoover</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">[10]</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> The Hoover Institution is part of this university, of which Herbert Hoover was often considered the first graduate. </span><span style=""font-family: Arial;""><span style=""font-size: 16.6667px; white-space: pre-wrap;"">The founder of this school, Leland, was the Presient</span></span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;""> of the Central Pacific Railroad, and he conducted</span><span style=""font-size: 16.6667px; white-space: pre-wrap; font-family: Arial;""> the driving of the golden spike which completed the Transcontinental Railroad.</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: #ffffff; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Stanford </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">University</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">[10]</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> This former speechwriter hosts the </span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;"">Hoover Institution's </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">interview show, called </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Uncommon Knowledge</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">. He was 30 years old when he wrote the &ldquo;Tear Down this Wall&rdquo; speech.</span></p>
<p><span id=""docs-internal-guid-6c63bdbf-7fff-5b15-31a3-fe5789dca110""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: Peter </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Robinson</span></span></p>",22,"B",0
49,"8f126f","<p><strong>Question: This 18th century composer was </strong><strong>instrumental in the development of chamber music such as the piano trio. His contributions to musical form have earned him the epithets ""Father of the Symphony"" and ""Father of the String Quartet"". He, along with other contemporary composers, participated in the ""Sturm und Drang"" stylistic period from the late 1760s to the early 1760s.&nbsp; </strong><strong>One of his pieces, a personal anthem for Emperor Francis II titled ""Gott erhalte Franz den Kaiser"", has lent (*)</strong> its melody to the modern day anthem of Germany. ""Gott erhalte Franz den Kaiser"" allegedly took its melody from a Croation folk song titled ""Stal se jesem"" and similar inspirations have led some historians to question whether he was actually of Croation descent. For ten points name this Austrian born composer who was a friend and mentor of Mozart, a tutor of Beethoven, and the older brother of composer Michael Haydn.</p>
<p>ANSWER: Franz <strong>Joseph Haydn</strong></p>",14,"T",0
